MonthYear,CPI,unrate,unrate_men,unrate_women,unrate_16_to_17,unrate_18_to_19,unrate_20_to_24,unrate_25_to_34,unrate_35_to_44,unrate_45_to_54,unrate_55_over,femaDeclarationString,disasterNumber,state,declarationType,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,tribalRequest,fipsStateCode,declarationRequestNumber,U.S. All Grades All Formulations Retail Gasoline Prices Dollars per Gallon,Energy Related CO2missions (Gigatonnes),Oil Production (Million barrels per day),Natural Gas Production (Billion Cubic Metres),Coal Production (million tons),Electricity Generation (Terawatt-hours),Hydroelectricity consumption in TWh,Nuclear energy consumption in TWh,Installed Solar Capacity (GW),Installed Wind Capacity in GW
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4353-CA,4353,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",1,0,0,1,0,6,18001,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4353-CA,4353,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",1,0,1,1,0,6,18001,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4356-VT,4356,VT,DR,Severe Storm,SEVERE STORM AND FLOODING,0,0,1,1,0,50,18004,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2019,251.712,4.4,4.7,4.1,14.6,13.3,8.6,4.4,3.3,3.3,3.5,DR-4413-AK,4413,AK,DR,Earthquake,EARTHQUAKE,1,0,1,1,0,2,19001,2.338,2.783333333333333,94.96,331.34999999999997,663.3333333333334,2250.0833333333335,357.8333333333333,233.02916666666667,52.416666666666664,54.25
01/2019,251.712,4.4,4.7,4.1,14.6,13.3,8.6,4.4,3.3,3.3,3.5,DR-4412-NC,4412,NC,DR,Hurricane,TROPICAL STORM MICHAEL,0,0,1,1,0,37,18135,2.338,2.783333333333333,94.96,331.34999999999997,663.3333333333334,2250.0833333333335,357.8333333333333,233.02916666666667,52.416666666666664,54.25
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4475-ND,4475,ND,DR,Flood,FLOODING,0,0,1,1,0,38,19106,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4474-VT,4474,VT,DR,Severe Storm,SEVERE STORM AND FLOODING,0,0,1,1,0,50,20003,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4473-PR,4473,PR,DR,Earthquake,EARTHQUAKES,1,0,0,1,0,72,20002,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4473-PR,4473,PR,DR,Earthquake,EARTHQUAKES,1,0,1,1,0,72,20002,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,EM-3426-PR,3426,PR,EM,Earthquake,EARTHQUAKES,0,0,1,0,0,72,20001,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4581-CO,4581,CO,DR,Fire,WILDFIRES,0,0,1,1,0,8,20328,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4580-CT,4580,CT,DR,Hurricane,TROPICAL STORM ISAIAS,0,0,1,1,0,9,20306,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4579-GA,4579,GA,DR,Hurricane,TROPICAL STORM ZETA,0,0,1,1,0,13,20325,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4578-UT,4578,UT,DR,Severe Storm,STRAIGHT-LINE WINDS,0,0,1,1,0,49,20309,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4577-LA,4577,LA,DR,Hurricane,HURRICANE ZETA,0,0,1,1,0,22,21002,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4577-LA,4577,LA,DR,Hurricane,HURRICANE ZETA,1,0,1,1,0,22,21002,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,EM-3552-TN,3552,TN,EM,Other,EXPLOSION,0,0,1,0,0,47,20327,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,EM-3553-DC,3553,DC,EM,Other,59TH PRESIDENTIAL INAUGURATION,0,0,1,0,0,11,21001,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
